EC958-1000bp-parsed,26,33,72,25
EC958-100bp-parsed,16,24,18,0
EC958-2000bp-parsed,41,37,81,36
EC958-3000bp-parsed,39,37,97,52
EC958-500bp-parsed,39,36,55,11
EC958-700bp-parsed,39,35,61,16
